Time,Latitude,Longitude,Altitude,Speed,Bearing,Accuracy,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Combined_Score
2020-01-02 15:28:51:610,30.53658704,114.4546821,13.32293701,3.1,225.5,3.216,29.320564,65.91039,55.215645,31.203035,38.100872,37.775917,86,36
2020-01-02 15:28:53:599,30.53655111,114.4546436,13.99633789,2.95,214,3.216,22.596102,60.433605,63.19525,22.945387,34.355198,26.62879,82,30
2020-01-02 15:28:55:604,30.53652062,114.4546012,13.90057373,3.09,221.9,3.216,25.067867,64.20705,58.752007,30.471216,40.835106,38.961933,86,35
2020-01-02 15:28:57:613,30.53648384,114.4545646,14.04223633,3.19,211.8,3.216,17.397203,64.71879,59.656612,30.61698,38.65012,44.526257,88,34
2020-01-02 15:28:59:617,30.53644098,114.4545261,14.37927246,3.76,211.6,3.216,25.467506,57.963234,64.72194,29.512024,38.36564,37.583244,104,35
2020-01-02 15:29:01:618,30.53639026,114.4544919,13.79577637,3.73,206.1,3.216,23.433432,56.37234,60.778652,26.408808,36.32004,38.88224,103,35
2020-01-02 15:29:03:604,30.53634087,114.454462,13.36950684,3.55,206.5,3.216,26.614798,59.323063,55.247288,26.552963,38.539555,31.786875,98,35
2020-01-02 15:29:05:609,30.5362938,114.4544498,13.59716797,3.52,192.3,3.216,27.48864,60.12797,53.922787,28.835484,38.716957,37.393135,98,36
2020-01-02 15:29:07:629,30.5362438,114.4544429,13.99487305,4.07,188.7,3.216,22.132408,62.94067,55.08521,24.485659,38.622635,30.020565,113,33
2020-01-02 15:29:09:629,30.53618714,114.4544455,12.93383789,4.26,178.4,3.216,26.286299,67.318634,56.741947,23.801748,33.34762,37.236984,118,33
2020-01-02 15:29:11:621,30.53612947,114.4544445,12.1539917,4.21,177.5,3.216,20.954811,61.42656,55.0155,29.721918,40.08086,36.34956,117,35
2020-01-02 15:29:13:621,30.53607887,114.45445,12.01922607,3.9,183.1,3.216,33.758316,59.50411,49.195377,19.514744,35.40699,33.97691,108,36
2020-01-02 15:29:15:630,30.53603395,114.4544516,11.66494751,3.77,186.3,3.216,24.210182,58.15987,53.64518,27.425167,39.678978,35.297287,104,36
2020-01-02 15:29:17:623,30.53598892,114.4544554,12.24627686,3.77,176.5,3.216,27.947426,59.60832,55.0909,27.752317,33.678696,28.510754,104,34
2020-01-02 15:29:19:624,30.53594089,114.4544643,12.29315186,3.75,169.1,3.216,21.748985,60.51326,56.658703,25.061605,38.023838,30.503904,104,33
2020-01-02 15:29:21:604,30.53588953,114.4544745,13.00286865,3.7,178.9,3.216,25.636213,59.12385,56.436584,25.872343,36.63161,36.706234,103,35
2020-01-02 15:29:23:608,30.5358426,114.4544801,13.22961426,3.68,172.4,3.216,26.214201,59.76862,60.77548,26.733627,33.836136,36.082527,102,34
2020-01-02 15:29:25:607,30.53579049,114.4544896,13.54248047,3.65,170,3.216,25.988445,58.48389,50.225746,29.303228,36.200184,41.880993,101,37
2020-01-02 15:29:27:608,30.53574793,114.4545013,14.44128418,3.62,163.7,3.216,25.924902,59.46075,55.427574,19.612312,33.3511,34.909443,100,33
2020-01-02 15:29:29:603,30.53571011,114.4545281,14.44250488,3.33,167.1,3.216,24.956606,60.40164,56.12777,28.830996,37.36063,36.19882,92,35
2020-01-02 15:29:31:592,30.53565026,114.4545466,14.43554688,2.95,162.6,3.216,28.296465,59.160515,54.760628,31.709284,34.81242,41.20487,82,37
2020-01-02 15:29:33:584,30.53560052,114.4545782,14.36560059,3.31,154.1,3.216,28.084576,62.835407,52.355675,26.072693,31.956758,42.27891,92,36
2020-01-02 15:29:35:597,30.53554387,114.4545994,14.06994629,3.28,160.7,3.216,24.650324,61.861023,60.96181,34.999725,34.52295,40.966766,91,35
2020-01-02 15:29:37:596,30.53548726,114.4546296,13.83837891,3.33,152.7,3.216,30.293499,60.200653,53.980274,29.969652,39.757607,44.675232,92,38
2020-01-02 15:29:39:602,30.53544069,114.4546696,13.06604004,3.27,143.5,3.216,31.323212,57.073345,57.559856,36.667637,47.04361,46.560528,91,41
2020-01-02 15:29:41:599,30.53539788,114.4547195,13.66955566,3.09,137.7,3.216,26.778048,57.74249,51.806583,28.019663,39.686348,38.059982,86,37
2020-01-02 15:29:43:598,30.53534932,114.4547733,11.9413147,3.41,143.5,3.216,22.209295,63.17996,52.19732,32.207455,40.58975,40.50439,95,37
2020-01-02 15:29:45:597,30.53529983,114.4548183,10.33978271,3.18,143.2,3.216,24.32194,59.007275,54.982002,32.489933,38.951717,43.23281,88,38
2020-01-02 15:29:47:597,30.53526193,114.4548542,10.50354004,1.11,136.8,3.216,22.97474,63.911243,60.589207,30.154566,38.713406,47.250725,31,36
2020-01-02 15:29:49:608,30.53523183,114.4548933,10.79016113,3.35,129,3.216,22.93963,59.60118,53.52104,31.407003,39.259346,40.694683,93,37
2020-01-02 15:29:51:611,30.53518654,114.4549524,11.93295288,3.34,134.7,3.216,20.545477,61.346687,60.64258,30.280504,37.85819,48.408253,93,36
2020-01-02 15:29:53:610,30.53513873,114.4550118,13.8416748,3.67,129,3.216,24.873034,58.888126,52.88047,29.934328,31.898102,39.074005,102,36
2020-01-02 15:29:55:598,30.53509579,114.4550676,14.0970459,3.59,132.1,3.216,23.402313,56.891678,52.691795,26.79267,46.26175,34.93518,100,37
2020-01-02 15:29:57:611,30.53504647,114.4551256,14.10449219,4.06,139.3,3.216,21.422346,59.80883,51.857094,30.13158,34.982452,42.71037,113,36
2020-01-02 15:29:58:609,30.53501751,114.4551563,14.33837891,4.13,137.4,3.216,22.198442,62.10831,55.9432,30.73663,32.87531,42.77317,114,35
2020-01-02 15:30:00:609,30.53496926,114.4552123,14.3614502,3.91,128.3,3.216,25.034983,54.14602,58.019135,30.842283,38.75773,36.41217,108,36
2020-01-02 15:30:02:607,30.53492778,114.4552724,14.87255859,3.97,130.7,3.216,34.702103,59.381016,54.632,36.451878,37.922676,45.27093,110,40
2020-01-02 15:30:04:611,30.53488829,114.4553268,15.04608154,3.08,131.7,3.216,34.73742,61.029446,58.416065,34.71203,42.575912,41.529716,85,39
2020-01-02 15:30:06:613,30.53485891,114.4553768,15.17352295,2.5,124.9,3.216,31.684492,60.325726,49.923958,31.680882,35.84647,37.169212,69,38
2020-01-02 15:30:08:607,30.53482721,114.4554286,15.26745605,3.41,127.8,3.216,31.001904,59.736134,53.47879,26.000372,40.919094,39.70422,95,37
2020-01-02 15:30:10:606,30.53478775,114.4554823,15.47277832,3.44,129.7,3.216,28.248919,58.7156,54.88883,26.13383,34.888905,41.34378,95,36
2020-01-02 15:30:12:611,30.53474819,114.4555359,15.07507324,3.47,130,3.216,22.78272,61.09997,52.928345,24.277176,36.72126,38.530186,96,35
2020-01-02 15:30:14:590,30.53470888,114.455592,13.91418457,3.44,126.3,4.288,22.056736,58.47214,57.20598,32.49798,37.714943,36.94547,95,36
2020-01-02 15:30:16:590,30.53468271,114.4556444,14.14141846,2.89,123.9,3.216,18.038872,57.4271,52.772125,20.164932,34.72097,33.474262,80,33
2020-01-02 15:30:18:592,30.53464931,114.4556769,14.43389893,2.7,133.7,3.216,23.33074,60.84953,55.210587,30.288004,36.905266,33.17036,75,35
2020-01-02 15:30:20:596,30.53461309,114.4557213,14.57519531,2.83,124.1,3.216,19.3967,59.709164,51.66307,22.866251,38.104195,33.909008,78,34
2020-01-02 15:30:22:598,30.53458231,114.4557645,14.43804932,2.54,128.3,3.216,30.448612,55.744915,50.307476,19.17011,33.85903,36.47393,70,36
2020-01-02 15:30:24:600,30.53455397,114.4558097,13.73828125,2.63,125.9,3.216,20.085733,60.729916,51.31595,34.332268,32.28846,41.55921,73,36
2020-01-02 15:30:26:598,30.53452526,114.4558588,14.13067627,2.89,123.1,3.216,22.36183,57.14831,51.580414,24.383694,37.943897,48.05585,80,37
2020-01-02 15:30:28:594,30.53449257,114.4559113,14.51757813,3.08,135.5,3.216,27.798403,67.484505,54.54419,29.455637,31.947525,42.98922,85,35
2020-01-02 15:30:30:601,30.53445584,114.4559579,14.10644531,2.9,131.8,3.216,28.723766,59.260265,55.886547,30.381386,35.52762,46.79383,80,38
2020-01-02 15:30:32:593,30.53442195,114.4560028,13.53796387,2.84,125,3.216,27.013508,59.433617,54.41448,26.024296,37.135803,43.969257,79,37
2020-01-02 15:30:34:600,30.53438929,114.4560526,13.65930176,2.99,134.7,3.216,29.182413,63.598995,57.996235,24.934958,37.750286,40.01551,83,35
2020-01-02 15:30:36:601,30.53435406,114.4560943,13.1572876,2.15,138.7,3.216,29.848143,59.486446,52.98589,32.11727,38.317917,41.932465,60,38
2020-01-02 15:30:38:613,30.53430798,114.4561432,12.63171387,3.6,128.9,3.216,24.420712,60.578014,50.442146,24.97425,35.27048,39.328938,100,35
2020-01-02 15:30:40:623,30.53426212,114.4562,12.37469482,3.3,129.6,3.216,23.178926,60.033554,55.65737,28.82167,38.802414,42.021843,91,36
2020-01-02 15:30:42:609,30.53421847,114.4562554,12.34686279,3.32,135.9,3.216,21.743107,58.09389,52.699615,30.238749,34.96328,37.894005,92,36
2020-01-02 15:30:44:621,30.53417105,114.4563103,12.12231445,3.22,130,3.216,29.457863,57.48834,49.202545,24.455378,34.08209,45.25342,89,38
2020-01-02 15:30:46:607,30.53412424,114.4563675,11.82946777,3.21,129.1,3.216,22.077333,57.088398,54.12831,30.814417,38.584026,41.53314,89,37
2020-01-02 15:30:48:609,30.5340785,114.4564276,12.253479,3.13,129.2,3.216,28.37183,60.043365,50.834724,26.520452,37.78627,39.76154,87,37
2020-01-02 15:30:49:607,30.53405486,114.45646,12.1651001,3.12,132.5,3.216,25.89604,63.47341,50.445007,30.038355,39.41792,42.659687,86,37
2020-01-02 15:30:50:610,30.53403002,114.4564934,11.85446167,3.21,130.7,3.216,28.040583,61.808918,58.126434,33.11881,35.740765,44.806377,89,37
2020-01-02 15:30:52:624,30.53398653,114.4565532,12.18328857,3,129.2,3.216,27.328794,63.555683,57.408882,31.31632,34.976856,44.81233,83,36
2020-01-02 15:30:53:610,30.53396239,114.4565876,12.09277344,3.28,131.2,3.216,24.744001,56.860806,52.625565,26.56564,33.414158,41.145473,91,36
2020-01-02 15:30:54:605,30.53393565,114.4566248,11.76016235,3.53,133.1,3.216,25.018492,60.388336,56.338486,29.119513,33.40385,40.208656,98,35
2020-01-02 15:30:55:621,30.53390583,114.4566604,11.5838623,3.5,140.4,3.216,26.827417,58.414143,57.197258,22.477528,34.398277,38.106647,97,34
2020-01-02 15:30:56:627,30.53387227,114.4566941,11.26525879,3.61,145.1,3.216,22.258944,61.115253,51.212082,33.936222,34.20716,39.455223,100,36
2020-01-02 15:30:57:622,30.53383394,114.4567277,11.00390625,4.01,146.2,3.216,22.721083,57.7366,52.94312,29.645271,36.007496,36.780163,111,36
2020-01-02 15:30:58:611,30.53378954,114.4567618,10.81417847,4.52,151.4,3.216,24.333536,61.759045,56.014626,28.657204,33.322617,44.74024,125,36
2020-01-02 15:30:59:612,30.53373931,114.4567935,10.54992676,4.91,161.4,3.216,26.239647,61.411842,53.6174,27.056616,35.81188,43.87862,136,36
2020-01-02 15:31:00:612,30.53368465,114.4568194,10.4776001,5.07,171.6,3.216,26.239199,65.125595,58.55402,33.7158,40.8193,50.448074,141,38
2020-01-02 15:31:01:616,30.53362843,114.4568358,10.21139526,5.02,170.1,3.216,32.89661,63.904133,50.906948,25.775347,40.502213,37.033592,139,37
2020-01-02 15:31:02:621,30.53357473,114.4568436,10.32434082,4.91,177.1,3.216,30.196907,64.72709,59.705128,24.698542,41.803345,46.539555,136,36
2020-01-02 15:31:03:622,30.53352311,114.4568436,10.44747925,4.42,187.7,3.216,26.13982,64.351,57.842495,26.489836,40.700233,44.707916,123,36
2020-01-02 15:31:04:621,30.53347358,114.4568379,10.18066406,4.5,187.5,3.216,17.239143,63.33036,54.312973,35.745388,45.546616,47.072487,125,38
2020-01-02 15:31:05:627,30.53342331,114.4568288,10.35934448,4.64,193.9,3.216,27.131636,63.945515,52.78003,28.349157,33.682747,44.327404,129,36
2020-01-02 15:31:06:606,30.53337205,114.4568168,10.43283081,4.75,194.7,3.216,27.075108,63.23694,57.796734,31.616018,34.618786,41.941883,132,36
2020-01-02 15:31:07:610,30.53332088,114.4568017,10.37255859,4.7,196.6,3.216,27.027172,61.22804,54.64098,26.748068,31.25963,41.872105,130,35
2020-01-02 15:31:08:609,30.53327108,114.4567862,10.00036621,4.38,195.6,3.216,24.879444,62.221935,53.71897,22.160257,34.11998,45.518,121,35
2020-01-02 15:31:09:608,30.53322379,114.4567717,10.20690918,4.19,195.2,3.216,27.362791,64.1036,57.076046,25.040077,35.16045,40.758617,116,35
2020-01-02 15:31:10:611,30.53317659,114.4567565,9.922790527,4.04,197.4,3.216,25.629398,62.882305,53.182415,25.287994,37.305977,38.287224,112,35
2020-01-02 15:31:11:612,30.53312929,114.4567412,10.03344727,4.11,199.5,3.216,21.921707,60.396748,51.134827,27.25926,36.8368,42.27035,114,36
2020-01-02 15:31:12:611,30.53308521,114.4567254,9.940063477,3.85,198.9,3.216,26.378513,64.148285,51.819126,24.78673,36.33412,37.599598,107,35
2020-01-02 15:31:13:610,30.53304203,114.4567094,9.490936279,3.91,201.6,3.216,22.872425,63.42474,55.762115,27.25482,37.619553,39.664463,108,35
2020-01-02 15:31:14:611,30.53299847,114.4566935,9.747558594,4,198,3.216,23.516823,62.63679,53.937172,25.174738,31.032,38.307076,111,34
2020-01-02 15:31:16:623,30.53293977,114.4566712,9.657928467,2.32,205.5,3.216,24.231787,64.38395,56.251156,26.52612,31.998337,39.002922,64,34
2020-01-02 15:31:18:610,30.53287514,114.4566377,10.47103882,2.81,208.9,3.216,21.50524,64.12462,53.319275,29.737951,33.4295,37.991676,78,34
2020-01-02 15:31:19:614,30.53283851,114.4566182,10.35787964,2.99,207.7,3.216,25.398565,64.29911,55.85948,26.676981,31.243258,36.32216,83,33
2020-01-02 15:31:20:625,30.53280315,114.456596,9.954925537,2.91,208.8,3.216,25.018335,64.77911,51.175568,27.406412,29.550308,39.003277,81,34
2020-01-02 15:31:21:622,30.53276876,114.4565747,10.33908081,3.09,212.1,3.216,31.783148,64.53164,54.332188,28.669355,28.329424,38.511536,86,35
2020-01-02 15:31:22:620,30.53273382,114.4565514,10.39837646,3.22,211.8,3.216,21.292143,62.909855,52.754158,27.029882,32.631584,36.29065,89,34
2020-01-02 15:31:23:610,30.53269889,114.4565275,10.64941406,3.25,212.2,3.216,26.99094,64.51695,57.41408,32.160393,28.972021,36.915676,90,34
2020-01-02 15:31:24:611,30.53266446,114.4565043,10.65963745,3.12,212.9,3.216,22.041162,66.26215,51.773876,31.832613,34.16188,34.758213,86,34
2020-01-02 15:31:25:613,30.53263251,114.4564827,10.6210022,2.99,212.5,3.216,30.180716,66.03533,54.095562,19.424881,28.784634,39.097466,83,33
2020-01-02 15:31:27:610,30.53257816,114.456445,10.7645874,2.71,213.2,3.216,20.445967,54.75072,55.16945,30.740335,33.28562,35.25454,75,35
2020-01-02 15:31:29:622,30.53252428,114.4564116,11.0015564,2.55,210,3.216,28.267591,69.40606,54.50146,23.818575,30.3608,40.383995,71,33
2020-01-02 15:31:31:611,30.53247827,114.4563805,10.80187988,2.35,212.9,3.216,18.350674,65.875145,64.30757,31.810064,34.25885,37.771996,65,32
2020-01-02 15:31:33:613,30.53242771,114.456349,10.59423828,2.31,203.3,3.216,24.398825,66.02691,55.911545,22.443977,31.558887,37.79343,64,32
2020-01-02 15:31:35:608,30.53237592,114.4563281,10.24316406,2.31,188.8,3.216,30.263323,70.39459,55.155617,33.571625,27.212872,41.118923,64,34
2020-01-02 15:31:37:614,30.5323192,114.4563195,10.7800293,2.33,183.1,3.216,23.2823,64.13186,52.69612,27.827759,31.995354,40.504757,65,34
2020-01-02 15:31:39:609,30.53225824,114.4563189,10.86724854,2.63,173,3.216,28.368538,68.603004,53.08056,28.974669,33.612038,39.72538,73,35
2020-01-02 15:31:41:622,30.53219951,114.4563284,10.21331787,2.63,167.6,3.216,24.693445,67.18215,49.158764,21.984974,31.197033,29.347013,73,32
2020-01-02 15:31:43:613,30.53214736,114.456345,10.11108398,2.54,164.1,3.216,29.445234,68.11495,57.181347,29.789236,38.149326,37.206364,70,35
2020-01-02 15:31:45:608,30.53209555,114.4563702,9.756713867,2.5,155.5,3.216,33.139126,64.95104,55.86739,27.737309,32.911983,40.859127,69,36
2020-01-02 15:31:47:625,30.53205243,114.4564076,9.911224365,2.42,139.9,3.216,20.715525,64.12638,54.41638,25.054625,31.308386,35.593575,67,32
2020-01-02 15:31:49:624,30.53200918,114.4564486,9.79498291,2.47,141.7,3.216,22.620787,61.541935,50.47824,29.850016,33.738777,35.41689,68,35
2020-01-02 15:31:51:626,30.53196395,114.4564933,9.329467773,2.41,136.9,3.216,19.86696,62.27568,50.39305,29.516466,33.580215,38.654922,67,35
2020-01-02 15:31:53:626,30.53191905,114.4565422,8.831115723,2.55,136.5,3.216,29.399633,63.509937,50.732727,28.291765,34.416546,34.13726,71,35
2020-01-02 15:31:55:623,30.53187775,114.4565993,8.678833008,2.72,121.2,3.216,24.371952,63.268826,48.318565,33.82983,38.35444,42.78835,75,38
2020-01-02 15:31:57:610,30.53184673,114.4566596,8.757598877,2.74,118.1,3.216,28.564732,55.278263,56.398468,37.434494,39.42988,44.77664,76,40
2020-01-02 15:31:59:615,30.53182598,114.4567243,8.922149658,2.7,103.3,3.216,20.958643,63.090866,50.4411,27.118063,38.848778,44.166496,75,36
2020-01-02 15:32:01:612,30.53181046,114.4567876,8.831848145,2.65,114.7,3.216,23.693012,62.678726,50.537758,25.241446,33.942234,38.59335,73,35
2020-01-02 15:32:03:617,30.53179488,114.4568506,8.10055542,2.71,107,3.216,22.589777,60.12469,53.766384,29.94602,34.31197,40.43683,75,36
2020-01-02 15:32:06:603,30.53178288,114.4569125,8.313568115,2.5,101.8,3.216,22.280043,64.765625,51.15009,33.59473,36.212242,41.251015,69,36
2020-01-02 15:32:08:609,30.53177822,114.4569824,8.589782715,2.82,91.4,3.216,20.226767,58.49235,55.201427,31.564327,35.58322,50.142387,78,37
2020-01-02 15:32:10:613,30.53177885,114.4570502,9.062591553,2.75,88.5,3.216,33.75374,60.80821,63.399147,28.034369,34.78431,43.628525,76,36
2020-01-02 15:32:12:614,30.53177869,114.4570937,9.234069824,1.33,88.7,3.216,28.580809,63.28455,58.73134,31.286013,33.002808,42.826767,37,36
2020-01-02 15:32:14:618,30.5317732,114.4571363,8.688049316,1.56,113.9,3.216,28.427988,58.17768,58.288055,32.43742,38.91911,42.40231,43,38
2020-01-02 15:32:16:622,30.53175807,114.4571814,8.3800354,1.78,114.9,3.216,26.048143,63.67316,53.3995,35.949924,36.327526,46.916435,49,38
2020-01-02 15:32:18:624,30.53173493,114.4572325,8.709442139,2.05,116.6,3.216,29.673906,59.546368,58.739254,43.177185,37.74167,47.072956,57,40
2020-01-02 15:32:20:614,30.53171171,114.4572903,9.218780518,2.33,113,3.216,27.633673,63.270126,61.813614,40.697758,33.295486,46.81904,65,37
2020-01-02 15:32:22:627,30.53168656,114.4573525,9.461181641,2.43,114.3,3.216,25.944002,61.994846,54.73741,36.29751,34.818794,43.6356,67,37
2020-01-02 15:32:24:626,30.53165644,114.4574087,8.898468018,2.47,121.8,3.216,27.547834,57.06616,58.13245,35.11848,37.347557,35.677006,68,37
2020-01-02 15:32:26:637,30.53162005,114.4574607,8.886779785,2.68,131.2,3.216,26.680338,55.779774,55.3678,25.984873,35.408165,48.87996,74,38
2020-01-02 15:32:28:650,30.53157117,114.4575043,8.380523682,3.11,149.5,3.216,27.252926,62.844986,54.85529,31.688782,37.721592,45.564545,86,37
2020-01-02 15:32:30:624,30.53151293,114.457547,8.37789917,3.34,150.5,3.216,29.952126,58.23804,53.855564,27.047926,37.221703,48.66468,93,38
2020-01-02 15:32:32:622,30.53145627,114.4575838,8.216888428,3.32,152.8,3.216,28.02149,61.69629,58.814438,28.459558,44.208008,45.58515,92,38
2020-01-02 15:32:34:633,30.53139838,114.4576238,8.185119629,3.47,150.3,3.216,36.81039,56.7176,58.78839,36.430637,33.79028,49.04607,96,40
2020-01-02 15:32:36:638,30.53133837,114.4576686,7.481414795,3.77,144.2,3.216,27.713844,61.62397,58.642117,35.049667,43.179886,44.456074,104,38
2020-01-02 15:32:38:610,30.53128076,114.4577121,7.384155273,3.79,141.3,3.216,25.537806,61.56519,56.859074,29.191742,37.84038,51.561855,105,38
2020-01-02 15:32:40:614,30.53123086,114.4577551,7.825439453,3.57,145.2,3.216,23.175665,59.17422,57.219635,30.124788,43.150616,50.960304,99,39
2020-01-02 15:32:42:602,30.53119363,114.4577779,8.031433105,1.35,152.4,3.216,31.664341,72.66902,55.02626,31.81151,40.390316,50.363987,37,38
2020-01-02 15:33:24:611,30.53115598,114.4577877,6.285980225,1.85,151,3.216,28.13114,62.509933,60.575706,35.908962,34.279305,52.35178,51,38
2020-01-02 15:33:26:612,30.53112349,114.457812,6.660614014,2.5,147.5,3.216,27.507328,70.745514,57.45168,31.991325,30.31502,41.265152,69,34
2020-01-02 15:33:28:608,30.53108213,114.45784,7.297271729,2.78,147.8,3.216,20.412374,63.276264,59.942795,29.75144,33.114147,53.95093,77,36
2020-01-02 15:33:30:610,30.53103294,114.4578688,7.487915039,3.14,154.3,3.216,23.346594,63.129597,59.823914,37.039875,44.123924,44.340286,87,38
2020-01-02 15:33:32:610,30.53098103,114.4579021,7.178985596,3.31,152.2,3.216,15.050075,60.211124,54.102062,38.070705,43.596302,47.253506,92,38
2020-01-02 15:33:34:609,30.53092573,114.4579409,7.337738037,3.37,150.5,3.216,24.88619,51.04501,60.99943,37.517925,34.554977,47.21976,93,39
2020-01-02 15:33:36:609,30.53087087,114.4579803,6.600036621,3.26,148.9,3.216,21.828209,61.898045,56.45184,37.477608,40.471313,39.129135,90,37
2020-01-02 15:33:37:609,30.53084136,114.4580054,6.782958984,3.07,152.2,3.216,28.453503,62.52656,54.57245,31.937477,43.06396,38.51453,85,37
2020-01-02 15:33:39:602,30.53078802,114.4580345,6.664245605,3.27,153.3,3.216,34.02879,59.34016,58.297714,28.374115,38.09411,40.717796,91,37
2020-01-02 15:33:41:600,30.53072447,114.4580536,6.516998291,3.5,162.3,3.216,27.929379,61.929302,57.12754,33.269085,39.916164,40.17127,97,37
2020-01-02 15:33:43:601,30.53067813,114.4580661,6.977661133,2.28,166.2,3.216,25.324518,63.62984,58.86038,27.234232,34.091854,39.500294,63,34
2020-01-02 15:33:45:624,30.53061788,114.4580822,6.7449646,4.02,166.2,3.216,18.876217,62.766785,54.289417,29.920033,38.402,37.912403,111,35
