Time,Latitude,Longitude,Altitude,Speed,Bearing,Accuracy,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Combined_Score
2020-01-02 15:40:31:627,30.52361747,114.4669251,10.89620972,3.59,191.6,3.216,16.32467,51.214375,67.61511,40.22644,47.227753,48.001793,100,39
2020-01-02 15:40:33:624,30.52357929,114.4668995,10.27670288,3.69,197.7,3.216,17.594503,63.64169,55.815247,24.0568,29.154472,44.267437,102,33
2020-01-02 15:40:35:627,30.52354365,114.4668638,9.328796387,3.63,212.5,3.216,25.414978,62.485203,60.29815,41.531128,41.601395,47.484062,101,39
2020-01-02 15:40:37:613,30.52350828,114.4668304,9.83404541,3.51,207.9,3.216,19.500647,60.405956,55.333134,38.142666,34.261124,48.155712,97,37
2020-01-02 15:40:39:620,30.5234821,114.4667894,10.27862549,3.47,214.3,3.216,28.150349,64.09239,60.91924,31.472492,37.297745,47.93734,96,37
2020-01-02 15:40:41:624,30.52346399,114.466739,10.07470703,3.42,241.3,3.216,14.650877,61.49523,56.61323,35.870712,40.55261,37.548347,95,35
2020-01-02 15:40:43:626,30.52344908,114.4666884,8.948303223,3.33,232.8,3.216,12.791417,65.78199,57.18344,31.99346,38.410152,44.022552,92,34
2020-01-02 15:40:45:634,30.52342987,114.4666408,9.329742432,3.34,225.9,3.216,25.458502,61.84209,60.426647,35.491787,37.50857,44.43739,93,37
2020-01-02 15:40:47:624,30.52341163,114.4665869,9.295623779,3.28,235.8,3.216,21.313227,60.96343,57.356827,38.13505,41.32664,46.90956,91,38
2020-01-02 15:40:49:613,30.52339835,114.466517,8.301147461,3.24,244.1,3.216,29.326296,63.143734,56.185215,39.05887,37.48049,51.390617,90,40
2020-01-02 15:40:51:623,30.52338665,114.4664489,9.46875,3.47,254.9,3.216,22.637499,59.246376,58.101925,39.37695,37.538452,45.864456,96,38
2020-01-02 15:40:53:619,30.52336747,114.4663679,9.475891113,4.18,251.8,3.216,33.24653,61.595486,57.373024,32.419254,36.59297,49.72937,116,39
2020-01-02 15:40:54:618,30.52335814,114.4663222,9.547241211,4.65,257.4,3.216,28.336683,67.02269,58.269047,41.94838,38.679176,48.585995,129,39
2020-01-02 15:40:55:618,30.52334451,114.4662739,9.005828857,5.04,252.9,3.216,34.497627,65.56454,59.77384,37.80229,39.15116,50.86249,140,39
2020-01-02 15:40:56:619,30.52333048,114.4662298,9.233703613,5.13,249.8,3.216,31.278751,56.58784,57.874184,41.9418,37.289993,51.363964,142,41
2020-01-02 15:40:57:636,30.52331969,114.4661653,9.515625,5.41,252.7,3.216,30.42049,66.78509,55.0815,32.854107,36.462914,42.89729,150,37
2020-01-02 15:40:58:621,30.52330485,114.4661181,9.621520996,5.45,249.9,3.216,29.060366,67.46186,60.361805,38.626125,35.252834,50.6904,151,38
2020-01-02 15:41:00:621,30.52329042,114.4660644,9.129302979,1.85,239.2,3.216,28.97218,67.49182,58.593365,37.038494,38.368446,49.31605,51,38
2020-01-02 15:41:03:621,30.52327267,114.466011,10.37039185,1.74,248.7,3.216,35.26912,65.49098,61.12578,33.009075,35.8518,46.352123,48,37
2020-01-02 15:41:05:618,30.52326055,114.4659618,9.956817627,2.26,254.9,3.216,32.072662,60.982063,58.118702,36.33056,37.181038,47.356506,63,39
2020-01-02 15:41:07:617,30.52323831,114.4658946,9.277679443,2.44,244.5,3.216,29.531336,60.629093,62.273636,28.849728,34.863537,51.11584,68,37
2020-01-02 15:41:08:611,30.52322476,114.4658555,9.313323975,2.45,248.2,3.216,28.597284,63.46278,63.090633,33.027687,34.26488,44.88294,68,36
2020-01-02 15:41:10:614,30.52319729,114.4657812,9.896636963,2.44,246.6,3.216,32.379993,61.721157,57.305973,27.898848,33.760193,45.33043,68,37
2020-01-02 15:41:12:616,30.52317028,114.4657193,9.303741455,1.55,238.1,3.216,26.701042,61.557194,55.615383,33.98764,37.658836,48.558174,43,38
2020-01-02 15:41:14:618,30.52314164,114.4656675,8.817443848,1.67,247.6,3.216,30.134998,61.30259,62.6605,29.070429,36.25699,52.047657,46,37
2020-01-02 15:41:16:617,30.52311451,114.4656105,9.790039063,1.75,240.2,3.216,27.817524,62.361187,60.41088,37.3213,30.455467,52.26787,49,38
2020-01-02 15:41:18:616,30.52308628,114.4655488,9.483184814,1.94,233.4,3.216,27.31132,60.68877,62.66718,37.703423,26.873606,50.403313,54,36
2020-01-02 15:41:20:609,30.52305191,114.4654865,9.78894043,2.11,234.8,3.216,32.215714,58.11219,55.41408,38.255642,34.663376,53.14733,58,41
2020-01-02 15:41:22:619,30.52301422,114.465424,9.510162354,2.27,234.6,3.216,31.19872,62.72285,61.90011,37.776226,33.991016,50.277836,63,38
2020-01-02 15:41:23:611,30.52295462,114.4653277,9.788482666,3.47,230.8,3.216,31.930353,61.937176,55.8461,33.883595,34.815163,51.911114,96,39
2020-01-02 15:41:25:591,30.5229156,114.4652698,9.787475586,3.62,231.1,3.216,31.342989,62.463135,55.0925,36.67437,34.70834,49.295284,100,39
2020-01-02 15:41:27:593,30.52287494,114.4652195,10.53479004,3.17,231.3,3.216,25.102514,60.84518,64.46244,34.671036,32.18432,40.619476,88,35
2020-01-02 15:41:30:611,30.52284042,114.4651715,11.35113525,2.05,230,3.216,22.725643,64.73001,64.89861,29.675413,28.03821,38.058205,57,31
2020-01-02 15:41:32:575,30.52279144,114.4650951,10.11016846,4.72,233,3.216,20.005098,59.866623,57.27082,31.108082,31.709368,38.010757,131,34
2020-01-02 15:41:33:570,30.52276241,114.4650561,9.369903564,4.22,224.7,3.216,24.70165,60.02125,57.618423,24.908749,33.658443,35.226448,117,33
2020-01-02 15:41:34:568,30.52272398,114.4650174,9.229278564,3.75,224.2,4.288,20.496119,67.385216,48.33058,32.942642,33.532917,44.323555,104,36
2020-01-02 15:41:36:551,30.52268061,114.464961,10.36196899,3.34,226.6,3.216,26.526157,64.0359,51.73854,21.15411,31.466904,44.27358,93,35
2020-01-02 15:41:38:552,30.52263258,114.4649109,10.28839111,3.39,228.3,3.216,27.03832,64.864746,48.160652,21.875473,29.413004,36.878704,94,34
2020-01-02 15:41:40:570,30.52260296,114.4648773,10.29226685,2.05,223.9,3.216,23.069445,61.508076,53.09913,25.362566,31.10492,41.61455,57,34
2020-01-02 15:41:42:575,30.52256292,114.4648302,11.04492188,3.22,227.6,3.216,28.504982,57.573135,62.648815,25.77123,26.710997,32.28162,89,32
2020-01-02 15:41:44:586,30.52252192,114.4647649,10.90249634,3.52,235.5,3.216,28.44592,59.9405,52.95831,26.58609,33.476727,41.078503,98,36
2020-01-02 15:41:45:587,30.52249962,114.4647316,10.60626221,3.68,230,3.216,20.646921,63.998188,53.259163,26.940413,36.975807,41.366943,102,35
2020-01-02 15:41:46:573,30.5224762,114.4646999,10.63223267,3.6,222.2,3.216,31.439714,59.768177,58.61379,30.574018,33.592983,45.254833,100,37
2020-01-02 15:41:48:585,30.52243396,114.4646482,11.00167847,3.06,224.8,3.216,22.443619,62.20109,57.6136,24.778906,32.92158,44.81457,85,34
2020-01-02 15:41:50:577,30.52239988,114.4645968,10.05752563,2.94,232.3,3.216,28.556768,63.093983,59.3137,37.911274,35.450043,46.717033,81,38
2020-01-02 15:41:52:572,30.52236901,114.4645366,10.85137939,3.37,236.5,3.216,35.26252,58.399952,60.13661,40.210537,42.574574,41.105083,93,40
2020-01-02 15:41:54:574,30.52234192,114.4644814,12.04473877,2.68,230.1,3.216,24.023785,64.81967,58.291676,27.093454,37.69713,45.965874,74,35
2020-01-02 15:41:56:578,30.52231543,114.4644477,11.55435181,2.02,220.6,3.216,25.61261,56.20055,53.766785,32.52745,32.756718,36.448708,56,36
2020-01-02 15:41:59:580,30.5222699,114.4644213,11.18817139,1.62,212.4,3.216,39.61503,62.416683,57.3174,40.06229,47.27885,51.069035,45,43
2020-01-02 15:42:02:576,30.52224562,114.4643826,11.07385254,1.55,246.5,3.216,32.442387,65.73086,55.306232,27.936804,31.957195,43.23816,43,36
2020-01-02 15:42:05:571,30.52224072,114.4643205,9.56463623,1.9,255.5,3.216,24.192492,49.139843,56.29223,40.731213,48.96992,50.185837,53,43
2020-01-02 15:42:07:573,30.52222869,114.4642745,9.382965088,2.37,266.8,3.216,27.450432,63.221336,64.091576,33.02573,32.56112,36.86277,66,34
2020-01-02 15:42:09:572,30.52221884,114.4642323,9.941680908,1.89,255.3,3.216,36.061527,61.66477,65.98873,46.6498,43.18681,55.828403,52,42
2020-01-02 15:42:11:573,30.52220131,114.464182,9.548461914,2.92,245,3.216,35.409325,58.43186,60.913982,32.3896,37.14016,48.103035,81,39
2020-01-02 15:42:13:575,30.52217199,114.464123,9.499603271,3.05,239.6,3.216,38.41426,55.026806,56.282635,37.32781,40.655888,50.27816,85,43
2020-01-02 15:42:15:578,30.52213571,114.4640662,8.821655273,3.31,233.9,3.216,36.92356,58.899685,56.640522,25.41081,37.43363,51.18981,92,39
2020-01-02 15:42:17:576,30.52209522,114.4640094,9.293121338,3.1,231.9,3.216,22.754852,64.52965,52.881405,35.208576,37.287506,49.780586,86,38
2020-01-02 15:42:19:560,30.52206819,114.4639628,9.764923096,2.42,238.4,4.288,29.83626,62.442574,53.05531,25.220488,34.87233,49.539165,67,37
2020-01-02 15:42:21:557,30.52201803,114.4639202,9.229309082,2.99,214.2,3.216,27.233807,59.781673,62.72913,32.650246,42.670765,44.201035,83,37
2020-01-02 15:42:23:553,30.52196966,114.4638875,9.204315186,2.89,215.9,3.216,27.328335,58.006504,58.765972,37.44885,36.620975,42.553867,80,38
2020-01-02 15:42:25:571,30.52193884,114.4638616,8.624633789,1.41,217.4,3.216,26.852057,60.89146,57.60142,33.215855,33.72525,51.96681,39,38
2020-01-02 15:42:27:588,30.52190897,114.4638315,8.375488281,1.82,230.2,3.216,30.416773,55.130245,57.22113,34.142834,41.25711,51.336178,50,41
2020-01-02 15:42:29:575,30.52186961,114.4637745,8.662353516,3.12,232.8,3.216,28.721468,65.59301,54.767883,34.376656,39.02526,53.723473,86,39
2020-01-02 15:42:31:571,30.5218402,114.4637117,9.466888428,2.89,242.7,3.216,28.143583,66.42113,59.17874,31.988247,40.618145,53.16409,80,38
2020-01-02 15:42:33:577,30.521815,114.4636424,10.35214233,3.14,241.1,3.216,32.54122,70.75944,53.954414,34.193913,38.51878,47.92652,87,38
2020-01-02 15:42:35:578,30.52178421,114.4635729,9.904602051,3.55,241.3,3.216,28.306032,63.40955,53.562813,32.305584,37.70681,46.158543,98,38
2020-01-02 15:42:36:576,30.52176618,114.4635369,10.03634644,3.77,239,3.216,27.360992,61.12637,47.80007,26.83656,37.76947,39.17698,104,37
2020-01-02 15:42:37:576,30.52174637,114.4634979,10.60668945,4.47,236.1,3.216,26.739187,60.67937,50.48832,29.604078,34.232956,42.89477,124,37
2020-01-02 15:42:38:575,30.52172394,114.4634628,11.1005249,3.57,233.4,3.216,29.082071,56.458786,56.870907,28.080275,35.72505,44.601616,99,37
2020-01-02 15:42:40:552,30.52168331,114.4634124,11.27801514,2.98,223.9,3.216,31.246553,55.8106,51.774197,21.849062,33.887604,44.728905,83,37
2020-01-02 15:42:41:552,30.52165605,114.463384,11.84729004,3.44,222.5,3.216,31.329119,61.475376,61.435192,25.801432,37.349457,39.131504,95,35
2020-01-02 15:42:43:567,30.52162098,114.4633403,11.87249756,1.24,227.9,3.216,24.70648,56.517097,51.264866,29.889065,31.011686,46.80565,34,37
2020-01-02 15:42:46:574,30.52157285,114.463283,12.59063721,3.76,226.4,3.216,23.571821,59.353947,52.95917,28.00883,39.08674,43.14922,104,37
2020-01-02 15:42:47:582,30.52154102,114.4632438,12.19030762,4.61,228.4,3.216,27.346329,63.034374,53.254745,42.761795,35.54886,52.06699,128,40
2020-01-02 15:42:48:590,30.52149963,114.4632014,12.11474609,3.31,222.9,3.216,25.546133,66.844154,51.83453,40.071293,41.072617,51.714104,92,40
2020-01-02 15:42:50:554,30.52145221,114.463162,13.11151123,3.42,213.9,3.216,22.422825,61.71965,61.188942,38.29863,38.7574,48.57575,95,38
2020-01-02 15:42:52:556,30.52140451,114.4631056,12.72729492,3.79,214.5,3.216,24.539852,60.72067,50.65348,30.389544,33.80696,48.371655,105,38
2020-01-02 15:42:53:555,30.52137283,114.4630854,12.51879883,3.66,209.2,3.216,22.653482,62.54456,58.895546,32.187508,28.951159,41.794964,101,34
2020-01-02 15:42:55:587,30.52133231,114.4630578,12.56140137,3.31,216.1,3.216,26.602999,67.93038,55.049835,33.94973,41.012672,51.848392,92,38
2020-01-02 15:42:56:589,30.52130383,114.4630308,12.15960693,4.17,217.9,3.216,28.321657,61.709778,59.451057,27.53658,38.482952,39.93771,116,36
2020-01-02 15:42:57:604,30.52127407,114.4629964,12.46643066,4.33,230.7,3.216,30.984186,63.337177,51.952145,25.500387,41.18173,43.70317,120,38
2020-01-02 15:42:58:603,30.5212524,114.4629622,11.83459473,3.79,235.3,3.216,31.226233,64.59174,51.93097,25.51124,40.161404,45.175323,105,38
2020-01-02 15:43:00:594,30.52121773,114.4628946,12.94549561,3.57,235.4,3.216,29.417404,63.388397,54.581333,24.771996,41.01413,41.81473,99,37
2020-01-02 15:43:02:585,30.52118181,114.4628261,12.48199463,3.55,236,3.216,23.350037,58.488747,53.58607,31.582537,36.175102,37.86204,98,36
2020-01-02 15:43:04:602,30.52114379,114.4627577,11.88708496,3.41,231.3,3.216,21.174532,57.64571,54.25987,32.67038,35.128624,44.07487,95,37
2020-01-02 15:43:06:585,30.52111175,114.4627034,12.36682129,3.07,225.5,3.216,30.168144,53.85677,62.019726,32.41979,39.119473,43.68584,85,38
2020-01-02 15:43:08:585,30.52106503,114.4626597,12.37298584,3.17,203.2,3.216,34.460476,66.31344,59.886898,24.798557,40.616844,40.507824,88,36
2020-01-02 15:43:10:582,30.52101024,114.4626341,12.72137451,3.11,198.3,3.216,23.281233,51.604023,53.070473,31.990038,40.10304,48.747314,86,40
2020-01-02 15:43:12:575,30.52095808,114.4626156,13.07513428,3.06,198.2,3.216,31.502707,51.304146,58.47731,37.768124,42.16976,49.867535,85,42
2020-01-02 15:43:14:592,30.52090216,114.4626073,13.20709229,2.93,188.1,3.216,19.82314,59.525814,60.22729,31.271528,30.746756,42.54019,81,34
2020-01-02 15:43:16:574,30.52084755,114.4626158,13.37213135,3.13,173.6,3.216,25.04407,57.015926,53.984898,27.506166,42.050377,41.492535,87,38
2020-01-02 15:43:18:595,30.5207977,114.4626485,14.00933838,3.13,147.4,3.216,27.837536,59.072014,55.290375,28.812578,38.462852,49.724808,87,38
2020-01-02 15:43:20:578,30.52076102,114.4627169,13.59436035,3.08,136.1,3.216,22.189413,62.890045,59.54391,35.937283,38.41008,45.342297,85,37
2020-01-02 15:43:21:573,30.52072231,114.4627611,12.5300293,4.12,138.8,3.216,23.802626,62.696438,61.06383,36.18617,35.260094,43.614517,114,36
2020-01-02 15:43:22:556,30.52069025,114.4627859,12.35601807,4.16,141.8,4.288,24.49624,59.73157,59.115536,31.540941,40.70215,49.112713,115,38
2020-01-02 15:43:23:553,30.5206599,114.4628169,12.29675293,4.25,141,3.216,16.833914,56.560146,54.747272,29.85026,42.742496,41.058624,118,37
2020-01-02 15:43:24:553,30.52062356,114.4628546,12.52453613,4.75,139.9,3.216,22.132164,60.508587,55.176983,32.126427,39.890198,41.959583,132,37
2020-01-02 15:43:25:555,30.52058298,114.4628972,11.56619263,4.83,137.2,3.216,17.485743,63.605648,58.65299,30.10624,35.903263,44.891605,134,34
2020-01-02 15:43:28:585,30.52053028,114.4629541,10.56430054,0,0,5.36,21.634148,55.54607,57.350407,35.045727,43.431923,39.31897,0,38
2020-01-02 15:43:29:588,30.52047001,114.4630132,9.088500977,8.48,139.1,4.288,19.205643,56.30447,52.270405,34.564804,45.876637,38.193993,235,38
2020-01-02 15:43:30:587,30.52041549,114.4630665,8.749206543,6.94,140.8,3.216,19.77826,56.171963,52.180096,28.890331,40.79984,43.46769,192,37
2020-01-02 15:43:31:590,30.52037209,114.4631043,8.55380249,6.6,144.9,3.216,14.4971695,64.92067,56.614132,39.051975,33.5746,43.16327,183,35
2020-01-02 15:43:32:577,30.52032631,114.4631378,8.023193359,6.71,152.6,3.216,24.459217,60.872753,53.752144,33.99644,36.22351,42.244106,186,37
2020-01-02 15:43:33:586,30.52027258,114.4631679,7.853424072,8.93,153.2,3.216,22.34741,60.977898,56.373535,30.331003,36.053013,47.15265,248,36
2020-01-02 15:43:35:591,30.52022977,114.4631732,8.686553955,2.75,176.6,3.216,18.99241,61.606197,53.11827,35.409557,38.29713,38.352665,76,36
2020-01-02 15:43:37:582,30.52018613,114.4631556,7.84387207,2.89,185.2,3.216,30.916796,62.218197,52.398434,35.64432,33.5224,40.72451,80,38
2020-01-02 15:43:39:578,30.52013084,114.4631231,8.716094971,3.03,210.2,3.216,18.51335,65.57484,58.486073,38.272984,45.657997,48.884655,84,38
2020-01-02 15:43:41:577,30.52008285,114.4630837,8.748718262,1.44,218.3,3.216,30.306282,65.29202,53.549404,35.6627,38.023632,47.13645,40,39
2020-01-02 15:43:43:574,30.52005254,114.4630502,9.540557861,1.5,217.9,3.216,23.593819,63.80971,50.541393,28.591002,35.046238,40.82614,42,36
2020-01-02 15:43:45:585,30.52002121,114.4630091,9.695587158,1.56,227.4,3.216,17.846382,60.763794,54.378265,12.571987,32.557426,40.998966,43,31
2020-01-02 15:43:47:577,30.5199839,114.4629586,9.014373779,1.67,219.2,3.216,28.58753,57.594753,54.076912,36.74315,37.180855,40.145313,46,38
2020-01-02 15:43:49:582,30.51993859,114.4629113,9.084014893,1.73,208.8,3.216,31.017773,62.672962,53.74038,34.42061,33.805183,42.836052,48,38
2020-01-02 15:43:51:574,30.51988297,114.4628711,9.262329102,1.85,204.9,3.216,18.073135,64.25715,56.60573,31.654463,31.239658,42.624287,51,34
2020-01-02 15:43:53:576,30.51982522,114.4628354,9.115570068,1.92,205.2,3.216,25.305655,54.017612,51.859745,31.73515,35.757496,44.382866,53,39
2020-01-02 15:43:55:586,30.51976655,114.4628014,8.737487793,2.04,200.8,3.216,23.343605,57.813957,59.611214,38.227802,40.452053,41.91077,57,38
2020-01-02 15:43:57:576,30.51970543,114.4627786,9.36428833,2.12,180.7,3.216,22.554052,61.006718,57.256435,29.795141,33.633865,45.64093,59,36
2020-01-02 15:43:59:584,30.51963943,114.4627689,8.963256836,2.24,183.9,3.216,25.432692,53.456326,52.22138,40.1852,32.052032,46.475594,62,40
2020-01-02 15:44:01:578,30.51957834,114.4627592,9.576568604,2.29,185.6,3.216,25.736515,56.372066,56.680676,38.750584,34.36212,50.798866,63,39
2020-01-02 15:44:03:574,30.51951461,114.4627525,9.952667236,2.37,183.9,3.216,30.853891,61.402752,57.883484,31.960516,39.871593,42.79328,66,38
2020-01-02 15:44:05:581,30.51945041,114.4627443,9.676971436,2.46,192.6,3.216,21.542448,64.4432,57.401405,38.01694,39.569138,45.656902,68,37
2020-01-02 15:44:07:578,30.51934188,114.4627218,10.15045166,2.56,195.5,3.216,31.31473,53.17905,46.18567,28.529825,39.23683,45.339535,71,41
2020-01-02 15:44:08:570,30.5193044,114.4627003,10.57278442,3.75,204.1,3.216,29.452461,59.735867,52.47413,29.360277,33.707863,44.407024,104,37
2020-01-02 15:44:10:558,30.51924128,114.4626656,10.99731445,4.2,207.2,3.216,22.615364,62.70789,58.63724,25.490957,38.165913,49.44008,116,36
2020-01-02 15:44:12:554,30.51917554,114.4626239,10.9364624,4.28,206.4,3.216,18.786478,60.071175,56.311253,34.59081,41.39271,45.44783,119,37
2020-01-02 15:44:14:580,30.51913909,114.4626062,10.20471191,1.36,208.5,3.216,22.364132,57.149227,57.428673,28.278975,35.45649,41.49867,38,36
2020-01-02 15:44:16:586,30.51901927,114.4625365,9.890167236,0,0,9.648001,22.266003,58.04089,49.29072,29.39432,36.947655,44.022793,0,38
2020-01-02 15:44:18:583,30.51896225,114.462524,9.250701904,3.72,201.6,3.216,20.699356,59.364204,58.726265,39.498726,36.335304,46.236294,103,37
2020-01-02 15:44:19:573,30.51892713,114.4625045,8.682556152,4.1,202.5,4.288,17.481405,60.04715,54.65086,37.201748,39.030125,41.957825,114,37
2020-01-02 15:44:21:556,30.51886455,114.4624763,9.038482666,3.86,203.5,3.216,20.034702,59.893734,57.17386,31.892609,43.345387,41.28982,107,37
2020-01-02 15:44:23:553,30.51880273,114.4624366,9.165618896,3.82,207.7,3.216,20.0083,57.796368,52.15621,34.80611,34.681202,39.56308,106,37
2020-01-02 15:44:25:582,30.518759,114.4624069,9.747680664,3.72,207.8,3.216,19.787165,63.10056,51.76077,37.821568,39.99311,44.93314,103,38
2020-01-02 15:44:26:590,30.51872767,114.4623814,10.00521851,4.07,214.4,3.216,25.952978,65.2997,58.98057,40.411884,43.28549,42.788624,113,38
2020-01-02 15:44:27:585,30.51869956,114.4623533,10.29751587,3.91,219.2,3.216,18.76107,60.18751,54.915142,32.298725,34.377457,40.800518,108,35
2020-01-02 15:44:28:583,30.51867542,114.4623224,10.82748413,3.87,226.2,3.216,27.592451,58.880756,59.19493,29.566751,39.22098,43.97716,107,37
2020-01-02 15:44:29:581,30.51866078,114.4622659,10.53549194,3.94,238.7,3.216,25.831553,63.309353,57.272984,37.379032,35.727974,46.181126,109,37
2020-01-02 15:44:31:553,30.51864482,114.4621927,9.976257324,3.85,248.2,4.288,12.878695,60.136185,54.02475,35.787735,39.19573,42.619,107,36
2020-01-02 15:44:33:558,30.51862186,114.4621189,9.504425049,3.76,252.7,3.216,18.311403,57.692932,53.118935,36.038227,39.581177,42.91571,104,38
2020-01-02 15:44:35:564,30.5185953,114.4620618,8.857025146,1.59,255.6,3.216,28.224897,57.917416,56.499126,34.039333,40.845768,42.5631,44,39
2020-01-02 15:44:37:578,30.51858713,114.4620061,9.528991699,3.74,259.3,3.216,25.065363,61.84456,53.229088,37.287235,34.56066,43.984222,104,38
2020-01-02 15:44:38:582,30.51857944,114.4619577,9.551605225,4.48,258,3.216,20.804483,57.92132,58.962914,33.01261,33.796326,47.940376,124,36
2020-01-02 15:44:39:588,30.51857003,114.4619048,9.503265381,4.62,255.1,3.216,21.06811,60.913067,54.628307,24.413683,40.60413,42.415688,128,35
2020-01-02 15:44:40:590,30.51855884,114.4618561,10.02627563,4.19,248.4,3.216,26.298319,54.186478,54.645084,30.9747,44.77109,39.93021,116,39
2020-01-02 15:44:41:578,30.51854823,114.4618135,9.84854126,4,251.6,3.216,23.596598,54.94937,51.991806,30.682066,39.999767,44.838184,111,39
2020-01-02 15:44:43:585,30.51852083,114.461738,10.24871826,3.84,244.1,3.216,24.87266,58.82919,51.945885,30.609297,35.802666,43.751774,106,37
2020-01-02 15:44:46:592,30.51850407,114.4616918,10.30343628,1.41,245.8,3.216,26.41561,55.39349,56.192326,29.465944,38.2722,46.10119,39,38
2020-01-02 15:44:48:592,30.51849011,114.4616507,10.5357666,1.47,245.4,3.216,22.579714,57.308018,54.453537,32.12616,35.462254,48.445282,41,38
2020-01-02 15:44:50:581,30.51846954,114.4615969,10.46102905,1.63,246.4,3.216,27.38497,56.640057,56.037533,29.116163,42.301292,46.56672,45,39
2020-01-02 15:44:52:579,30.51844311,114.4615311,10.59564209,1.82,244.1,3.216,21.923674,60.04531,55.04947,32.70288,40.92485,43.87741,50,37
2020-01-02 15:44:54:581,30.51841195,114.461459,11.48150635,1.94,241.9,3.216,18.613243,58.806614,55.546318,37.48775,42.413853,45.56271,54,38
2020-01-02 15:44:56:580,30.51837658,114.4613862,11.39935303,2.14,241.1,3.216,19.907396,61.612957,60.79523,39.736652,42.002686,55.403866,59,39
2020-01-02 15:44:57:575,30.51835864,114.461347,11.24188232,2.26,244.1,3.216,17.57622,56.62877,53.35306,43.451294,49.28317,50.52077,63,42
2020-01-02 15:44:58:584,30.51834279,114.4613081,11.14001465,2.29,246.3,3.216,19.63878,66.84924,55.464928,35.077938,40.612076,48.687653,63,37
2020-01-02 15:44:59:580,30.51832648,114.4612629,10.82440186,2.34,257.6,3.216,24.528175,53.87077,58.482094,36.78677,46.149723,48.176743,65,41
2020-01-02 15:45:00:580,30.51831073,114.4612052,10.95507813,2.39,252.4,3.216,22.771967,64.85464,54.03357,33.81175,41.168976,45.886517,66,37
2020-01-02 15:45:01:573,30.51829727,114.4611546,10.57336426,2.47,252.8,3.216,27.7593,62.023365,51.220886,33.10194,35.70847,43.781967,68,38
2020-01-02 15:45:02:582,30.51828832,114.4611046,11.01235962,2.47,258.2,3.216,23.115488,58.183247,54.773834,35.740276,31.216534,43.00732,68,37
2020-01-02 15:45:03:578,30.51827983,114.4610554,11.12738037,2.53,258.6,3.216,23.010979,57.68873,53.526237,41.48852,42.197693,46.552177,70,40
2020-01-02 15:45:04:575,30.51827271,114.4610067,10.84729004,2.6,260.3,3.216,18.886543,58.41035,50.781654,37.888287,37.954567,47.138153,72,39
2020-01-02 15:45:05:580,30.51826584,114.4609595,11.31466675,2.63,260.3,3.216,21.156485,57.981434,56.627872,36.0342,38.511086,49.152927,73,38
2020-01-02 15:45:06:586,30.51826095,114.4609138,11.1491394,2.66,262.8,3.216,21.947397,61.786926,56.4203,34.560104,35.910213,49.42482,74,37
2020-01-02 15:45:07:580,30.51825333,114.4608699,11.67520142,2.7,258.5,3.216,30.408577,64.29306,56.44699,27.202032,31.920994,46.955086,75,36
2020-01-02 15:45:08:581,30.51824942,114.4608251,11.5612793,2.79,264.1,3.216,22.626299,58.669983,61.55697,41.78319,28.388494,40.036217,77,35
2020-01-02 15:45:09:577,30.51824806,114.4607794,11.35055542,2.9,267.9,3.216,22.389723,56.445683,62.8774,38.261868,32.012043,41.278557,80,36
2020-01-02 15:45:10:584,30.51825426,114.4607327,11.45123291,3.11,278.5,3.216,29.719114,58.740536,53.211678,39.176655,40.166878,45.86864,86,40
2020-01-02 15:45:11:584,30.51824219,114.4606844,12.15423584,3.25,253.8,3.216,20.19294,62.088238,55.085567,39.80206,34.289043,48.12429,90,38
2020-01-02 15:45:12:586,30.51823623,114.460635,12.89093018,3.35,262,3.216,16.065235,63.84003,60.764923,41.91733,32.958973,55.45152,93,37
2020-01-02 15:45:13:590,30.51822892,114.460587,13.07458496,3.46,259.9,3.216,18.165682,61.302128,63.55587,44.314537,32.230904,54.033382,96,37
2020-01-02 15:45:14:586,30.51821883,114.4605287,13.04174805,3.53,258.6,3.216,16.846184,62.518604,59.142857,40.76261,34.61447,53.95982,98,37
2020-01-02 15:45:16:591,30.51822098,114.4604614,13.43572998,3.66,267,3.216,24.9349,66.97051,60.426445,34.570194,35.812935,42.518436,101,35
2020-01-02 15:45:18:579,30.51822998,114.4603645,13.85675049,3.59,276.5,3.216,26.155085,56.31191,64.70098,29.959185,31.828333,41.63019,100,35
2020-01-02 15:45:20:580,30.51824161,114.4602929,12.05023193,3.52,273.8,3.216,8.511536,61.464584,62.108162,34.673286,40.29635,46.470993,98,34
2020-01-02 15:45:22:579,30.51824635,114.4602424,12.36077881,3.5,262,3.216,24.383467,55.090504,60.913803,28.464716,39.575714,39.12983,97,36
2020-01-02 15:45:24:577,30.5182534,114.4601691,11.70880127,3.57,267.2,3.216,20.976898,59.077568,65.24782,28.143026,29.646,41.578644,99,33
2020-01-02 15:45:25:580,30.51825828,114.4601197,11.79159546,3.57,273.6,3.216,23.742014,56.552677,61.867912,36.277447,35.416115,38.913647,99,36
2020-01-02 15:45:27:574,30.5182734,114.4600711,14.07867432,3.42,274.9,3.216,20.196903,62.043156,53.10187,26.788715,33.210506,41.71778,95,34
2020-01-02 15:45:28:568,30.51827654,114.4600262,14.40167236,3.4,274.5,3.216,22.980782,56.800854,56.460682,22.585747,33.369415,46.149223,94,35
